,ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year,relative_margin_with_supplier_binary_positive
3275,5450,,,0.916666667,10.0,0.791848617,0,,0.7333333329999999,1822453.189,20293.807109999998,0.773333333,,,0.785440613,1807519.4530000002,248138.5267,5815223.132999999,1.56575046,0.666666667,1
3276,5451,,147.33333330000002,0.7222222220000001,25.0,0.721611722,0,,0.666666667,23900000.0,1257044.696,0.764705882,0.674369386,,0.7361111109999999,171887.353,169678.3238,1833213.154,1.255739508,1227617.303,0
3277,5452,0.595519708,60.66666667,0.833333333,25.0,0.7517531559999999,0,-0.353508331,0.666666667,1398803.366,953980.3704,0.7580995890000001,,0.253955055,1.0,652427.0922,7621652.824,1044287.478,1.496582336,0.666666667,1
3278,5453,0.023046595,277.3333333,0.7246376809999999,15.0,0.666666667,1,,0.666666667,3965018.7410000004,123203.8515,0.7192982459999999,0.666666667,0.24865120899999998,1.0,2715777.6119999997,1306335.1570000001,418266.6434,1.423339445,0.666666667,0
3279,5454,,134.0,0.7777777779999999,15.0,0.750733138,1,3.034734525,0.944444444,8369272.98,278112.6192,0.7615384620000001,0.684920635,0.22351362100000002,1.0,-82557.53277,586551.9971,377942.8174,1.3604861959999999,43443.85535,1
3280,5455,-0.214127173,107.33333329999999,,18.0,0.74040404,0,0.118027842,1.0,119962.2762,750957.1395,0.7342605179999999,0.671717172,-0.842647762,0.666666667,16600000.0,520824.1906,688337.1015,1.336563989,29273.438060000004,1
3281,5456,,50.66666667,0.9487179490000001,15.0,0.799571275,1,,0.763975155,-1278720.965,1248301.715,0.760869565,0.666666667,0.075057742,0.706666667,-408376.4386,242228.7074,634192.7566,1.32518383,,0
3282,5457,-0.24431676,107.33333329999999,0.7666666670000001,25.0,0.881326353,0,-0.680639787,0.8812260540000001,-1001221.032,0.666666667,0.833333333,0.666666667,-0.002874075,0.7777777779999999,13800000.0,4317483.516,111541.371,1.2648268759999999,26505.39326,0
3283,5458,,12.33333333,0.8024691359999999,10.0,0.8,0,,0.666666667,717833.8151,702449.5589,0.749494949,0.666666667,-0.070262999,0.666666667,646252.2319,2060567.7240000002,263336.2812,1.3422454780000002,20536.73843,0
3284,5459,,217.33333330000002,0.666666667,15.0,0.7672875859999999,0,,0.833333333,2344848.454,1050986.54,0.798850575,0.666666667,,1.0,3060558.68,-211672.2928,11134.73333,1.284274388,0.666666667,0
3285,5460,0.331633171,242.33333330000002,0.8444444440000001,15.0,0.72,0,0.634484296,0.666666667,888941.0652,0.666666667,0.753302206,0.666666667,,,121633.6222,182957.3766,32289.26374,1.36560969,0.666666667,0
3286,5461,0.634817623,124.0,,20.0,0.83935743,0,-0.152272623,0.666666667,962743.3182,0.666666667,0.761111111,0.75,-0.039511002999999996,,2897638.858,1344269.325,215738.4145,1.212692924,0.666666667,0
3287,5462,-0.036199839,327.3333333,0.8444444440000001,10.0,0.721868365,0,0.641831224,,964015.74,426985.0237,0.69681742,0.666666667,,0.666666667,7527997.079,149909.8812,0.666666667,1.486407166,453657.2498,0
3288,5463,0.609281273,80.66666667,0.933333333,20.0,0.755676658,1,,,-145518.1581,336113.2508,0.7222222220000001,0.6740740740000001,0.297638993,1.0,2091373.885,11320.684159999999,3309705.917,1.4345847669999998,0.666666667,1
3289,5464,,24.0,,15.0,0.733739837,0,,0.757575758,2307561.262,121173.5001,0.736965436,0.666666667,0.162499561,0.975308642,260688.8942,1426238.904,93049.0029,1.213950073,1267997.017,0
3290,5465,,159.0,0.9090909090000001,20.0,0.7238805970000001,1,,0.833333333,503407.2609,127233.4436,0.7079611029999999,0.666666667,,0.708333333,,721475.0190000001,361614.2116,1.427363054,0.666666667,0
3291,5466,0.709877723,56.66666667,1.0,10.0,0.744927536,0,,,7265532.355,164579.9515,0.728682171,0.666666667,-0.48241786,1.0,1162146.894,2699090.586,5789498.53,1.630680242,0.666666667,0
3292,5467,,117.33333329999999,0.666666667,25.0,0.916666667,0,-0.09486187300000001,,8020848.415,688173.8157,0.744186047,0.666666667,0.271032184,0.666666667,156203.4862,-65320.31164,0.666666667,1.3611358269999998,2104440.066,0
3293,5468,,30.66666667,0.7142857140000001,25.0,0.804533101,0,,,1027.939811,0.666666667,0.716632363,0.666666667,,0.666666667,1424287.25,-5191.166695,654140.1898,1.58910707,128503.6663,1
3294,5469,2.006082217,55.66666667,0.871794872,10.0,0.7657512120000001,0,3.4616232539999996,,2935898.336,1665973.898,0.773618538,0.666666667,,0.666666667,-94114.66116,5166344.87,3549055.3710000003,1.4763014890000001,986894.3739,0
3295,5470,0.864167632,37.33333333,0.703703704,15.0,0.7215411559999999,0,0.526161444,1.0,1188.1063789999998,544939.2268,0.684682795,0.666666667,0.24649654,0.8383838379999999,588821.0821,166848.3166,279635.9333,1.6306213809999999,48345.46079,0
3296,5471,0.462153579,159.0,,6.0,0.868686869,1,,0.701754386,189798.7762,558021.0989,0.6984126979999999,0.666666667,0.0067167680000000006,0.904761905,-697125.2881,446713.5104,499981.37,1.4787300669999999,0.666666667,0
3297,5472,0.48613309899999996,,,18.0,0.7762762759999999,0,0.062851707,0.703703704,1843334.324,0.666666667,0.7333333329999999,0.680641822,0.280036548,0.833333333,5680494.301,3502656.777,2335.449275,1.559531553,50326.981139999996,0
3298,5473,,52.33333333,,15.0,0.740740741,0,-0.199632638,0.7222222220000001,-39404.19905,0.666666667,0.717264957,0.666666667,-0.03015099,0.666666667,2448057.4359999998,765245.6186,6169.465839,1.423411821,,0
3299,5474,6.640735546,40.66666667,0.7222222220000001,15.0,0.7570741009999999,0,,,1385840.6409999998,319831.8413,0.7410430840000001,0.666666667,,0.666666667,5226293.488,757091.1816,2860637.5939999996,1.233766257,0.666666667,0
3300,5475,-0.123622938,109.0,0.9523809520000001,18.0,0.72675737,0,,0.708333333,136551.2769,1293673.186,0.7317178120000001,0.671008397,-0.6922208940000001,0.73015873,292295.7068,-318146.0937,2508656.33,1.6245207119999998,643430.9765,0
3301,5476,0.273569975,29.0,0.666666667,15.0,0.744500846,0,0.371272176,0.933333333,1247940.496,450437.0399,0.7660256409999999,0.666666667,0.064424786,0.666666667,-95549.43424,3858251.736,2786122.86,1.1875,393252.3674,0
3302,5477,,40.66666667,1.0,15.0,0.9411764709999999,0,-0.283037461,0.7333333329999999,103359.6514,5903044.955,0.715555556,0.6777777779999999,0.16980128600000002,0.7777777779999999,17200000.0,369303.5247,759038.5639,1.266666667,644184.0634,0
3303,5478,0.03364449,132.3333333,0.8888888890000001,15.0,0.7962085309999999,0,-0.020614128,0.7777777779999999,114398.5069,0.666666667,0.74691358,0.666666667,-0.062477532999999995,0.695652174,-56784.327410000005,1419005.34,997777.3708,1.3942598290000001,321052.3121,0
3304,5479,-0.020072585,87.33333333,0.7222222220000001,10.0,0.7713938290000001,0,,0.666666667,353981.0988,692297.4107,0.697536704,0.666666667,-0.037556668,0.666666667,1061455.267,10500000.0,6077939.247,1.495897512,0.666666667,0
3305,5480,-0.23144420300000002,17.33333333,,15.0,0.766205335,0,,1.0,30970.11264,1246642.728,0.7142857140000001,0.666666667,,0.8222222220000001,750655.0057,1940815.4640000002,2153266.461,1.624665525,19598.10934,0
3306,5481,,84.0,0.9411764709999999,10.0,0.815789474,0,,0.666666667,116856.7066,290708.3628,0.753362657,0.681835637,,1.0,-318542.8334,374645.7644,13200000.0,1.45671151,3455470.357,1
3307,5482,0.429548861,65.66666667,0.666666667,15.0,0.89039548,0,-0.059735682000000005,0.703703704,-102882.0606,1289504.852,0.783687943,0.666666667,0.609623424,0.72,1433936.842,-6546.504948,2917.739047,1.569230434,,0
3308,5483,2.373668044,0.666666667,0.8787878790000001,10.0,0.7513227509999999,0,0.711715263,0.692307692,216482.3867,1725113.179,0.715201465,0.6742309059999999,-0.519288938,1.0,,4463.177785,1227535.7179999999,1.316266927,707060.5232,0
3309,5484,,59.0,0.694444444,10.0,0.84934766,0,-0.299986449,0.904761905,-106298.6072,25217.08853,0.7023809520000001,0.666666667,,1.0,522285.3621,169678.3238,0.666666667,1.4245491940000001,448338.7011,0
3310,5485,0.091651627,17.33333333,0.75,18.0,0.727891156,0,0.505331744,0.666666667,-6205.737176,0.666666667,0.771171171,0.666666667,0.147824041,0.666666667,-1069460.0259999998,281065.0727,920285.0401,1.419968495,0.666666667,0
3311,5486,0.703028643,167.33333330000002,0.73015873,20.0,0.764857881,0,-0.708000253,0.666666667,33701.92691,446246.177,0.7267759559999999,0.666666667,,0.7777777779999999,-742063.9834,70052.13914,29798.14494,1.214750087,958808.8262,0
3312,5487,,157.33333330000002,0.666666667,10.0,0.779411765,0,0.076156682,0.807017544,-422944.1516,0.666666667,0.689922481,0.666666667,0.074759852,0.666666667,526858.0144,-437.4099861,443666.6289,1.526279561,3496162.305,0
3313,5488,,1017.333333,0.833333333,10.0,0.895747422,0,-0.30266915,0.666666667,-74862.14373,0.666666667,0.708333333,0.666666667,-0.018718974,0.666666667,69386.75478999999,,1272461.18,1.5585621330000001,190209.6547,0
3314,5489,0.51210214,120.66666670000001,0.716049383,20.0,0.765079365,0,,0.740740741,335336.8677,309920.9578,0.7807017540000001,0.670436305,0.047326427000000004,0.666666667,-60975.53514,849794.6235,181088.188,1.508730167,286802.6623,0
3315,5490,,527.3333333,0.7777777779999999,15.0,0.7787610620000001,0,,0.666666667,-850771.9849,1764171.544,0.701884921,0.68570317,,0.761904762,167361.6398,43264.57492,1263978.371,1.4476699080000002,25306.51855,0
3316,5491,0.34985915799999995,182.33333330000002,0.912280702,10.0,0.76984127,0,,,941231.3144,421776.6793,0.727272727,0.666666667,2.13648422,0.666666667,-169958.9839,13124.550640000001,0.666666667,1.2317722359999999,0.666666667,0
3317,5492,-0.134868239,79.0,0.8888888890000001,15.0,0.724760354,0,0.188085673,1.0,-285756.7356,2657690.337,0.7100271,0.678611312,-0.160489506,0.666666667,-307473.4738,5490998.069,350090.2812,1.363226417,335637.4242,0
3318,5493,0.071739945,187.33333330000002,,20.0,0.882503193,0,,0.7777777779999999,355066.3938,252937.5047,0.710339616,0.6725897259999999,-0.040341713,1.0,-80583.88806,894765.8259999999,366674.6377,1.517493171,0.666666667,1
3319,5494,-0.17360309999999998,610.6666667000001,,10.0,0.7053393179999999,0,-0.349558552,1.0,20120.96519,392302.7788,0.66873706,0.68128655,,0.666666667,18700000.0,114466.039,293852.9188,1.4006714619999998,5980.723688,0
3320,5495,-0.090889107,17.33333333,0.683333333,25.0,0.861563913,0,,0.923076923,1342429.0259999998,0.666666667,0.7137681159999999,0.666666667,-0.182111372,0.666666667,0.666666667,188242.0281,20147.55285,1.324238858,160972.911,0
3321,5496,,95.66666667,0.904761905,10.0,0.82278481,0,-0.7253463920000001,0.7777777779999999,-57689.44568,0.666666667,0.737634963,0.677772303,0.228304118,1.0,148073.7602,2854068.728,21312.86669,1.630646821,194460.7192,0
3322,5497,,100.66666670000001,0.7222222220000001,15.0,0.714759536,0,4.306530188,,-275294.3224,29399.003760000003,0.7679324890000001,0.666666667,0.1515687,0.666666667,12261.1989,-375145.2902,1433930.864,1.486349036,3080675.313,0
3323,5498,0.037978033,67.33333333,0.7777777779999999,20.0,0.821759259,0,,0.916666667,3536566.0960000004,0.666666667,0.787570621,0.666666667,0.153934283,0.666666667,751019.0339,724091.8412,2904519.6989999996,1.423428004,0.666666667,0
3324,5499,-0.248943046,64.0,0.73015873,10.0,0.733929383,0,,1.0,7769225.941000001,1306538.82,0.7894736840000001,0.666666667,,0.666666667,-587791.9116,73104.95425,148392.06,1.2704770570000001,290687.7624,0
3325,5500,,,0.666666667,15.0,0.7917783740000001,0,,0.7246376809999999,3568796.8210000005,0.666666667,0.7793650790000001,0.666666667,-0.007236909000000001,0.666666667,1052297.325,154365.4402,529730.8841,1.445543152,71217.47195,0
3326,5501,,61.66666667,1.0,25.0,0.778787879,1,0.913919606,0.9380952379999999,68562.48173,136012.0109,0.792797306,,-0.36672976700000004,1.0,659087.0734,2175095.08,249931.8145,1.494704489,0.666666667,0
3327,5502,0.019468488,200.66666669999998,0.666666667,10.0,0.715315315,0,-0.239358682,0.8666666670000001,7265532.355,0.666666667,0.7221185109999999,0.666666667,0.260907269,0.8666666670000001,-592338.267,4138147.363,558770.6394,1.302582265,15769.372730000001,0
3328,5503,,,1.0,15.0,0.689922481,1,,,7527997.079,0.666666667,0.730072464,0.666666667,0.052981932,0.904761905,283922.1227,642602.3775,307206.5901,1.476416166,289469.4456,0
3329,5504,,124.0,1.0,20.0,0.781609195,0,0.177009374,,-134135.0451,0.666666667,0.740338763,0.676647427,-0.0020257070000000003,0.9487179490000001,,0.666666667,768549.9748,1.21645933,0.666666667,0
3330,5505,,130.6666667,0.846153846,10.0,0.7382950620000001,0,1.446639826,0.666666667,3528291.474,39173.41055,0.696969697,0.672222222,0.12811046199999998,0.666666667,20600000.0,-397191.7052,621453.32,1.227883719,66455.16305,0
3331,5506,-0.168588268,87.33333333,,20.0,0.8,1,,0.944444444,-121760.632,0.666666667,0.694145935,0.666666667,-0.10541493,0.666666667,-35150.323489999995,11100000.0,3538346.5489999996,1.3485988219999998,0.666666667,0
3332,5507,0.217377385,109.0,0.666666667,18.51851852,0.8961240309999999,0,1.3499969790000002,0.666666667,472780.1646,1037023.7740000001,0.696604013,0.679532164,0.18811298699999998,0.7142857140000001,507756.6175,1418312.0019999999,2330853.476,1.624583075,0.666666667,0
3333,5508,0.203793659,27.33333333,0.7692307690000001,15.0,0.7762762759999999,0,,0.666666667,0.666666667,138326.6514,0.722836804,0.666666667,-0.365177314,0.666666667,-94267.55806,-942411.3812,212399.6972,1.400719337,0.666666667,0
3334,5509,2.408158952,,0.666666667,20.0,0.753382639,0,-0.39956850299999996,,83993.8442,165486.5331,0.74199584,0.684057971,0.866595089,0.8888888890000001,1655505.854,33868.553739999996,109264.2485,1.3322700379999999,0.666666667,0
3335,5510,-0.138375716,107.33333329999999,0.666666667,15.0,0.846385542,0,-0.206821165,0.7672583829999999,21700000.0,104330.6167,0.706790123,0.6692000370000001,-0.109535801,,2094201.959,-140884.8933,1298620.451,1.172108178,0.666666667,0
3336,5511,1.573161525,,1.0,20.0,0.8666666670000001,0,0.871088715,,7316602.58,0.666666667,0.759637188,0.666666667,,0.666666667,-116095.6445,1402827.592,840604.5525,1.476416166,0.666666667,0
3337,5512,0.18666170899999998,182.33333330000002,0.833333333,20.0,0.808776316,0,0.015462237,1.0,701978.4574,361537.9383,0.6956523259999999,0.679678091,,0.666666667,2896234.895,157363.7375,3442437.6380000003,1.2969469059999998,0.666666667,0
3338,5513,,164.0,0.692307692,7.142857075,0.778153153,0,-0.008163446999999999,0.7857142859999999,4329720.203,387791.591,0.754152824,0.67311406,0.164015137,0.666666667,1197059.916,1205395.795,0.666666667,1.25579951,271858.4121,0
3339,5514,0.138319456,217.33333330000002,1.0,15.0,0.891812865,0,,0.933333333,2072533.301,654604.322,0.666666667,0.666666667,-2.59619635,0.666666667,67524.15913,9310295.105,381859.23600000003,1.261645746,75645.58312000001,0
3340,5515,1.0031835,434.0,0.7142857140000001,15.0,0.817269076,0,,0.833333333,-488507.6471,3452754.145,0.7391022009999999,0.718227877,-0.122659806,0.666666667,-628495.8114,525110.4202,0.666666667,1.308961889,10270.72156,1
3341,5516,0.328730843,107.33333329999999,0.703703704,10.0,0.76744186,0,0.166398438,0.666666667,-85794.00642,1461758.6730000002,0.691893013,0.666666667,0.071214475,0.666666667,2497518.444,174793.8535,130987.6379,1.376475562,196811.4283,0
3342,5517,0.5313975710000001,140.66666669999998,1.0,10.0,0.83974359,0,0.176423522,0.7333333329999999,470015.7313,190209.6547,0.6910569109999999,0.666666667,-1.081661185,0.75308642,8973400.26,-58980.52429,2559244.861,1.285192671,13899.11931,0
3343,5518,,115.66666670000001,0.7333333329999999,10.0,0.81158524,1,,1.0,-819388.4311,34748.73296,0.793650794,0.7,,0.7,1040217.6540000001,742626.4902,173210.9101,1.413842852,800187.4107,0
3344,5519,-0.37674157700000005,125.66666670000001,0.833333333,12.0,0.726950355,0,1.336859084,0.8412698409999999,2388969.176,147996.9679,0.76344086,0.666666667,0.13210403,0.666666667,210338.4313,1010235.2220000001,1225830.291,1.9213345780000002,0.666666667,0
3345,5520,,165.66666669999998,0.6875,10.0,0.802173913,1,,,3219097.6689999998,357.4436538,0.742798354,0.695387868,0.169347535,0.916666667,17685.23705,3035546.2339999997,864218.7189,1.334688686,414067.6952,0
3346,5521,-0.27539351300000003,45.66666667,0.701754386,10.0,0.733665008,0,0.072975518,0.833333333,-1788594.929,256979.7892,0.695859213,0.666666667,-0.040057507,0.857142857,,4693.732746,436889.0347,1.266666667,127743.7484,0
3347,5522,2.026873043,50.66666667,,15.0,0.7642956759999999,0,,0.7435897440000001,12800000.0,273213.471,0.666666667,0.666666667,0.166744854,0.704661558,493788.9998,233382.5304,1554082.063,1.426654026,1423326.62,0
3348,5523,-0.041980105999999996,140.66666669999998,,10.0,0.7462365590000001,0,0.055956173,0.666666667,18966.559869999997,194114.46600000001,0.744121715,0.666666667,0.147594783,0.880952381,1755581.544,918972.837,736942.5971,1.624558705,394538.4764,0
3349,5524,1.229476281,874.0,0.666666667,20.0,0.7304591659999999,0,0.582146499,0.735714286,18100000.0,203122.8349,0.7830687829999999,0.666666667,-0.022037302,1.0,102815.0943,3528548.171,2916099.103,1.5083768130000001,0.666666667,0
3350,5525,0.44423530200000005,20.33333333,0.85,10.0,0.8691983120000001,0,0.060707131,0.833333333,-53597.29851,219638.1286,0.6934404279999999,0.666666667,,0.8636363640000001,-30546.88463,858806.2515,523052.2057,1.496595114,133769.9859,0
3351,5526,-0.09103274,34.0,0.666666667,10.0,0.7681041009999999,0,,0.666666667,-49456.05021,438737.0309,0.666666667,0.666666667,,0.666666667,14200000.0,2712076.127,6550.478254,1.4188535080000002,102261.2884,0
3352,5527,0.213822412,39.66666667,0.693693694,32.80899048,0.803791887,0,0.060229843,0.666666667,-136195.1073,74621.81532000001,0.733603314,0.67816092,-0.055569619,0.708333333,681839.8699,120565.2735,345000.4134,1.5387107119999999,119653.4393,1
3353,5528,,232.33333330000002,0.83908046,15.0,0.8965097390000001,0,-0.105715325,0.7777777779999999,3684612.685,172933.2213,0.7147766320000001,0.666666667,0.256203783,,80633.82952,438565.6632,580198.1066,1.213282279,0.666666667,0
3354,5529,1.137119672,15.66666667,,25.0,0.7215189870000001,0,,0.8888888890000001,1525003.8390000002,306488.5221,0.666666667,0.666666667,,,-39881.051569999996,759802.837,2727491.867,1.474180036,141706.238,0
3355,5530,,214.0,0.666666667,10.0,0.750733568,0,0.040091116,0.851851852,-392132.8276,40257.206589999994,0.724531377,0.666666667,,0.666666667,-135451.3248,4679347.853999999,85258.54205,1.399783576,,1
3356,5531,1.665415521,337.3333333,0.944444444,20.0,0.74595843,0,,0.857142857,209634.8519,902207.2365,0.7393162390000001,0.666666667,,1.0,1104441.451,67936.71856000001,6906.368111,1.45671151,8834.333732,0
3357,5532,0.056154007,49.0,0.7222222220000001,10.0,0.837414966,1,,0.666666667,16400000.0,719237.7676,0.6873432709999999,0.666666667,-0.099023192,1.0,-1345391.888,-169736.0257,15012.90021,1.325641674,0.666666667,0
3358,5533,-0.134071871,87.33333333,1.0,10.0,0.740458015,1,-0.072938143,,0.666666667,0.666666667,0.740494999,0.666666667,-0.136678797,0.833333333,657429.1968,148180.5109,811354.8308,1.486407166,0.666666667,0
3359,5534,0.20874339999999997,105.66666670000001,0.666666667,10.0,0.74531312,0,-0.17671653699999998,0.75,970425.8169,670848.947,0.8032520329999999,0.666666667,0.080963013,0.666666667,3191870.1380000003,341332.5332,71469.11705,,4882552.68,0
3360,5535,-0.177544385,67.33333333,0.666666667,15.0,0.719160105,0,,0.8888888890000001,24800000.0,606043.2346,0.793643946,0.666666667,-0.023013419,,589780.1395,850939.3148,226369.2835,1.676961563,,0
3361,5536,1.347226558,144.66666669999998,,25.0,0.7609996059999999,0,3.00671647,0.7142857140000001,-275294.3224,72945.64374,,0.666666667,,0.933333333,1640612.284,-60846.63077,101.60207059999999,1.413630285,0.666666667,0
3362,5537,0.087044798,42.33333333,0.7222222220000001,15.0,0.744855967,1,,0.666666667,5916027.653,834179.1053,0.729527105,0.666666667,-0.514810811,0.944444444,3010310.5489999996,245242.297,347008.6476,1.3631733190000002,1485063.075,0
3363,5538,0.035060733,330.6666667,0.708333333,15.0,0.758454106,0,-0.151344628,1.0,21500000.0,1051.615446,0.7628865979999999,0.666666667,0.05554785,0.833333333,0.666666667,-107376.4734,0.666666667,1.213700126,0.666666667,1
3364,5539,-0.05706206900000001,84.0,0.6794871790000001,15.0,0.719106844,0,,1.0,164003.2239,821469.0034,0.797979798,0.6830170659999999,-0.004410509,0.666666667,1745680.628,45423.153210000004,722432.7797,1.3761514819999998,,0
3365,5540,1.752988002,17.33333333,0.736842105,10.0,0.727506427,0,-0.094815324,,192423.8532,218218.6839,0.7043366409999999,0.671313162,-0.037949164,0.75,-378315.5371,-6539.947601,0.666666667,1.3175472609999999,283491.1164,0
3366,5541,,20.66666667,,13.14999962,0.756613757,0,0.059197058,0.833333333,8424109.746,683032.2342,0.7869674190000001,0.680986888,-0.11860013800000001,0.761904762,1164936.739,191965.837,248374.7715,1.5607202690000002,,1
3367,5542,,,1.0,15.0,0.732804233,0,,0.666666667,686809.8985,0.666666667,0.7506702409999999,0.686330532,0.028878916,1.0,2921081.18,1063299.8390000002,2221180.163,1.6128946240000002,8471122.94,1
3368,5543,0.29050111300000003,24.0,0.9,15.0,0.73510435,0,0.080960965,0.666666667,147073.1654,258035.4959,0.7179487179999999,0.704761905,0.026979546,0.7555555559999999,86954.72969,339769.8683,0.666666667,1.228241623,349276.1383,1
3369,5544,0.24309308100000002,147.33333330000002,,10.0,0.717171717,0,,1.0,687520.8577,0.666666667,0.796875,0.666666667,,0.666666667,318044.8176,1346559.736,226274.8116,1.5396085080000002,394673.8323,0
3370,5545,-0.17754734100000003,219.0,0.851851852,15.0,0.7459016390000001,0,0.0021603029999999997,0.666666667,7897305.995,170910.9681,0.6906860090000001,0.6761072709999999,,0.880952381,17500000.0,1795138.5359999998,,1.5288561719999998,73936.33463,0
3371,5546,,,0.666666667,10.0,0.75704698,0,,,11800000.0,1504569.514,0.666666667,0.666666667,-0.492779019,0.7777777779999999,370913.9342,341751.2087,387523.3667,1.456655786,42099.421630000004,0
3372,5547,0.161220749,326.0,0.8611111109999999,20.0,0.773231032,1,0.241619561,1.0,-20378.86335,89031.63705,0.73967682,0.718213058,0.009563249000000001,0.666666667,2632051.958,8220879.095,0.666666667,1.52784043,20180.69003,1
3373,5548,-0.38168038299999996,105.66666670000001,,10.0,0.802658655,0,0.6227035710000001,0.7777777779999999,1085717.271,0.666666667,0.734989648,0.675793651,0.19316915399999998,0.933333333,265947.068,5190590.772,945718.6166,1.533335049,0.666666667,0
3374,5549,,75.66666667,0.696969697,10.0,0.7535545020000001,0,0.196411565,0.706666667,2327672.511,432087.2842,0.683760684,0.666666667,0.082421336,,822639.9638,-52488.844280000005,1119066.049,1.41564161,0.666666667,0
3375,5550,,116.0,0.666666667,20.0,0.715071507,0,0.360661613,1.0,-1097254.504,524990.5265,0.716171617,0.666666667,0.10085545800000001,0.666666667,41459.71521,144528.1976,541095.2707,1.628487575,120848.2904,0
3376,5551,-0.096860018,,0.854166667,10.0,0.795852107,0,-0.19087792399999998,0.666666667,660415.0933,237492.7065,0.666666667,0.666666667,-0.015204723,1.0,735382.0537,2158343.117,2302551.4,1.303849704,0.666666667,1
3377,5552,0.367737318,56.66666667,0.7179487179999999,10.0,0.8030544690000001,0,0.46748725700000004,0.7333333329999999,59729.83782000001,532737.9899,0.749784668,0.69047619,0.05190933599999999,,162414.8378,-1252217.957,246216.2158,1.497636629,0.666666667,0
3378,5553,1.098115382,49.0,0.666666667,20.0,0.775700935,1,-0.071456874,0.666666667,11800000.0,0.666666667,0.7305375820000001,0.671428571,,0.7236227820000001,1277139.767,-489821.5054,3128397.633,1.560199452,367032.615,0
3379,5554,0.00037,75.66666667,0.916666667,15.0,0.8252402679999999,0,-0.00732879,,553274.294,0.666666667,0.696969697,0.666666667,-0.023013419,0.944444444,237075.8079,7774115.042,5327432.967,1.5981540369999998,1128218.757,0
3380,5555,-0.086018441,24.0,0.928494624,7.440000057000001,0.74497992,0,0.434344942,0.666666667,15500000.0,0.666666667,0.733974657,0.6793563579999999,,,91987.7292,4370267.348,969026.7035,1.4241222569999998,286051.2606,0
3381,5556,2.45942385,17.33333333,0.7142857140000001,15.0,0.73015873,1,,0.688888889,7147465.403,216007.9017,0.71659919,0.666666667,0.76899894,0.939393939,12100000.0,372008.2042,1641964.2869999998,1.826278007,0.666666667,0
3382,5557,0.425325974,452.33333330000005,0.7373737370000001,10.0,0.7442680779999999,1,,0.791666667,-199578.4065,10930.28799,0.6957789329999999,0.666666667,0.358184137,0.916666667,2402120.906,10400000.0,23248.91025,1.2320133,0.666666667,0
3383,5558,0.147142705,77.33333333,0.863546933,15.0,0.7451790629999999,0,0.761808922,0.7142857140000001,2239771.241,225857.5547,0.689067056,0.696969697,-0.361150129,0.944444444,231944.0907,296876.8037,105726.9764,1.5387042690000001,,0
3384,5559,,219.0,0.729166667,15.0,0.762513312,0,,0.916666667,38181.49224,0.666666667,0.744725966,0.666666667,0.066589188,0.666666667,1000188.785,459682.2003,1115589.084,1.4064697990000001,2483229.27,0
3385,5560,3.333069236,337.3333333,0.8888888890000001,15.0,0.73309303,0,0.301181016,,260688.8942,422284.4405,0.681966634,0.666666667,0.100720586,0.7142857140000001,7391.120939,3463213.473,37832.77867,1.560788644,0.666666667,0
3386,5561,0.7711353590000001,80.66666667,0.746031746,15.0,0.784530387,1,,0.7777777779999999,7809654.658,124215.9433,0.76202957,0.666666667,0.055511131,,694803.0521,-195795.6641,0.666666667,1.6620263240000002,1587535.9309999999,0
3387,5562,-0.061678474000000004,154.0,0.794871795,20.0,0.726685134,0,0.47725934,0.9487179490000001,751888.9893,96148.23848,0.7355789770000001,0.666666667,,0.666666667,-7255.355753,1465425.233,0.666666667,1.4137578690000001,0.666666667,1
3388,5563,-0.050946650999999996,104.0,0.666666667,20.0,0.915343915,0,,1.0,1912560.1030000001,0.666666667,0.755838641,0.672839506,,0.666666667,-18978.87146,3456.9481530000003,8018312.762999999,1.301369882,675530.8657,0
3389,5564,0.742799717,107.33333329999999,,15.0,0.7257906940000001,0,,0.933333333,53780.481060000006,396535.2194,0.72385962,0.6794916870000001,-0.07788907099999999,0.666666667,,-203761.0427,547370.5979,1.283783827,0.666666667,1
